Auftragsname,Wörter,Zeit,Von,Sprache,Übersetzung,Korrektur,Kanal,Ablageort,Eingang,Lieferdatum,Deadline,Abteilung,Status,Verantwortlich,Bereich
"Inhalte MWC-Screens 2026.docx,81,,BAl,EN,Susan,,LS-Tracker,""Z:\Produkte\Texte Web, Marketing, etc\deutsch\2026.02"",2/25/2026,2/26/2026,2/26/2026,Corporate Communications,geliefert,MSi,"
"Ecovadis-Award-de.docx,71,,Pse,IT,Cristina,Laura,LS-Tracker,""Z:\Produkte\Texte Web, Marketing, etc\deutsch\2026.02"",2/25/2026,3/3/2026,3/3/2026,Channel Sales,geliefert,Hme,"
"Ecovadis-Award-de.docx,71,,Pse,NL,Angelique,,LS-Tracker,""Z:\Produkte\Texte Web, Marketing, etc\deutsch\2026.02"",2/25/2026,3/3/2026,3/3/2026,Channel Sales,geliefert,Hme,"
"Ecovadis-Award-de.docx,71,,Pse,ES,Alba,Helena,LS-Tracker,""Z:\Produkte\Texte Web, Marketing, etc\deutsch\2026.02"",2/25/2026,3/3/2026,3/3/2026,Channel Sales,geliefert,Hme,"
"20260225_EN_C-Level_MSD_V2.docx,272,,FMn,EN,john,,LS-Tracker,""Z:\Produkte\Texte Web, Marketing, etc\englisch\2026.03"",2/25/2026,3/2/2026,3/4/2026,Sales Marketing,geliefert,Hme,"
"FRITZ! Management Summary.pptx,,,FMn,EN,john,,LS-Tracker,""Z:\Produkte\Texte Web, Marketing, etc\englisch\2026.03"",2/25/2026,3/2/2026,3/4/2026,Sales Marketing,geliefert,Hme,"
"PP_Mailprozess.docx,914,,AGi,IT,Cristina,Laura,LS-Tracker,""Z:\Produkte\Texte Web, Marketing, etc\italienisch\2026.02"",2/25/2026,3/6/2026,3/6/2026,Channel Sales,geliefert,Hme,"
Master_App_Version_Betriebssystem,226,,Lle,PL,Yabylon,,LS-Tracker,Z:\International\Tico\work,2/25/2026,3/26/2026,3/26/2026,Technical Communication,,Msi,
MyFapp_20260226-de.xml,,,StM,DE,Carsten,Franziska,jazz,Z:\Produkte\F!Apps\FappMyF\GUI\Android\deutsch\2026.02,2/26/2026,2/26/2026,3/2/2026,User Interface & Clients,Ü-fertig,,
"NL_Award Glitching.docx,53,,Pse,Nl,Angelique,,LS-Tracker,""Z:\Produkte\Texte Web, Marketing, etc\deutsch\2026.02"",2/26/2026,3/2/2026,3/3/2026,Channel Sales,geliefert,Hme,"
"IT_Awards_Tecnogazzetta.docx,55,,Pse,IT,Cristina,Laura,LS-Tracker,""Z:\Produkte\Texte Web, Marketing, etc\italienisch\2026.02"",2/26/2026,3/2/2026,3/3/2026,Channel Sales,geliefert,Hme,"
Master_OH_FRep_M21-2026-02-26_D-00000051_T-00001000_EngineeringModules_de-DE_en-GB.xml,15653,,Cmi,EN,Susan,,LS-Tracker,Z:\International\Tico\work,2/26/2026,3/12/2026,3/17/2026,Technical Communication,importiert,,
Master_OH_FRep_M21-2026-02-26_D-00000051_T-00000999_EngineeringModules_de-DE_nl-NL.xml,,,Cmi,Nl,Angelique,,LS-Tracker,Z:\International\Tico\work,2/26/2026,3/17/2026,3/17/2026,Technical Communication,Ü-fertig,,
Master_OH_FRep_M21-2026-02-26_D-00000051_T-00000998_EngineeringModules_de-DE_it-IT.xml,,,Lle,IT,Laura,,LS-Tracker,Z:\International\Tico\work,2/26/2026,3/10/2026,3/17/2026,Technical Communication,,,
Master_OH_FRep_M21-2026-02-26_D-00000051_T-00000997_EngineeringModules_de-DE_es-ES.xml,,,Lle,Es,Helena,,LS-Tracker,Z:\International\Tico\work,2/26/2026,3/17/2026,3/17/2026,Technical Communication,importiert,,
Master_OH_FRep_M21-2026-02-26_D-00000051_T-00000996_EngineeringModules_de-DE_fr-FR.xml,,,Lle,FR,Martine,,LS-Tracker,Z:\International\Tico\work,2/26/2026,3/17/2026,3/17/2026,Technical Communication,,,
Master_OH_FB_M21-2026-02-26_D-00000020_T-00000995_EngineeringModules_de-DE_en-GB.Fragments.xml,10,,Lle,EN,Susan,,jazz,Z:\International\Tico\work,2/26/2026,3/11/2026,3/17/2026,Technical Communication,importiert,,
Master_OH_FB_M21-2026-02-26_D-00000020_T-00000995_EngineeringModules_de-DE_en-GB.xml,15653,,Lle,EN,Susan,,jazz,Z:\International\Tico\work,2/26/2026,3/11/2026,3/17/2026,Technical Communication,importiert,,
Master_OH_FB_M21-2026-02-26_D-00000020_T-00000992_EngineeringModules_de-DE_es-ES.xml,2977,,Cmi,Es,Helena,,jazz,Z:\International\Tico\work,2/26/2026,3/11/2026,3/17/2026,Technical Communication,importiert,,
Master_OH_FB_M21-2026-02-26_D-00000020_T-00000991_EngineeringModules_de-DE_fr-FR.xml,2869,,Cmi,FR,Martine,,jazz,Z:\International\Tico\work,2/26/2026,3/11/2026,3/17/2026,Technical Communication,geliefert,,
2026-02-26_D-00000079_T-00000990_EngineeringModules_de-DE_sl-SI.Fragments.xml,17,,Lle,SL,Yabylon,,LS-Tracker,Z:\International\Tico\work,2/26/2026,3/4/2026,3/25/2026,Technical Communication,,Msi,
2026-02-26_D-00000079_T-00000990_EngineeringModules_de-DE_sl-SI.xml,227,,Lle,SL,Yabylon,,LS-Tracker,Z:\International\Tico\work,2/26/2026,3/4/2026,3/25/2026,Technical Communication,,Msi,
Master_OH_FB_M21-2026-02-26_D-00000020_T-00000994_EngineeringModules_de-DE_nl-NL.xml,,,Lle,Nl,Angelique,,jazz,Z:\International\Tico\work,2/26/2026,6/9/2026,,Technical Communication,,abgebrochen,
Master_OH_FB_M21-2026-02-26_D-00000020_T-00000993_EngineeringModules_de-DE_it-IT.xml,,,Lle,IT,Laura,,jazz,Z:\International\Tico\work,2/26/2026,6/9/2026,,Technical Communication,,abgebrochen,
Verpackung_1260_Wi-Fi_Set-de.docx,182,,BAl,DE,Franziska,,LS-Tracker,Z:\Produkte\F!Powerline\1260v2_Bundle\international,2/27/2026,2/27/2026,2/27/2026,Corporate Communications,,MSi,
Verpackung_1260_Wi-Fi_Set-de.docx,182,,BAl,EN,Lisa,,LS-Tracker,Z:\Produkte\F!Powerline\1260v2_Bundle\international,2/27/2026,3/2/2026,3/3/2026,Corporate Communications,Ü-fertig,MSi,
PSP 1240E,,,Tpo,EN,,,LS-Tracker,Z:\Produkte\FRITZ!com\2026.02\KW09\Übersetzungen,2/27/2026,2/27/2026,3/6/2026,Technical Communication,,Lbo,
PSP 1240E,,,Tpo,ES,,,LS-Tracker,Z:\Produkte\FRITZ!com\2026.02\KW09\Übersetzungen,2/27/2026,2/27/2026,3/6/2026,Technical Communication,,Lbo,
PSP 1240E,,,Tpo,FR,,,LS-Tracker,Z:\Produkte\FRITZ!com\2026.02\KW09\Übersetzungen,2/27/2026,2/27/2026,3/6/2026,Technical Communication,,Lbo,
PSP 1240E,,,Tpo,IT,,,LS-Tracker,Z:\Produkte\FRITZ!com\2026.02\KW09\Übersetzungen,2/27/2026,2/27/2026,3/6/2026,Technical Communication,,Lbo,
PSP 1240E,,,Tpo,NL,,,LS-Tracker,Z:\Produkte\FRITZ!com\2026.02\KW09\Übersetzungen,2/27/2026,2/27/2026,3/6/2026,Technical Communication,,Lbo,
"4742_it-IT_internetnutzung_im_unternehmen_gezielt_steuern_20260227-102501.xml,668,,Pse,IT,Cristina,Laura,LS-Tracker,""Z:\Produkte\Texte Web, Marketing, etc\italienisch\2026.02"",2/27/2026,3/9/2026,3/9/2026,Channel Sales,geliefert,Hme,"
"4743_nl-NL_internetnutzung_im_unternehmen_gezielt_steuern_20260227-102537.xml,668,,Pse,NL,Angelique,,LS-Tracker,""Z:\Produkte\Texte Web, Marketing, etc\niederlaendisch\2026.02"",2/27/2026,3/9/2026,3/9/2026,Channel Sales,geliefert,Hme,"
"4744_es-ES_internetnutzung_im_unternehmen_gezielt_steuern_20260227-102555.xml,668,,Pse,ES,Helena,,LS-Tracker,""Z:\Produkte\Texte Web, Marketing, etc\spanisch\2026.02"",2/27/2026,3/9/2026,3/9/2026,Channel Sales,geliefert,Hme,"
Makro 4255 Nach FRITZ!OS-Update zeigen LEDs nicht korrekte Zustände in Betriebsart LAN...,87,,MBR,EN,Lisa,,LS-Tracker,Z:\Produkte\Support-Aufträge\03.2026\06.03.26,2/27/2026,3/6/2026,3/6/2026,Kundenservice 2nd Level,geliefert,Rho,
Makro 4255 Nach FRITZ!OS-Update zeigen LEDs nicht korrekte Zustände in Betriebsart LAN...,87,,MBR,IT,Laura,,LS-Tracker,Z:\Produkte\Support-Aufträge\03.2026\06.03.26,2/27/2026,3/6/2026,3/6/2026,Kundenservice 2nd Level,geliefert,Rho,
Makro 4255 Nach FRITZ!OS-Update zeigen LEDs nicht korrekte Zustände in Betriebsart LAN...,87,,MBR,NL,Angelique,,LS-Tracker,Z:\Produkte\Support-Aufträge\03.2026\06.03.26,2/27/2026,3/6/2026,3/6/2026,Kundenservice 2nd Level,geliefert,Rho,
Makro 4255 Nach FRITZ!OS-Update zeigen LEDs nicht korrekte Zustände in Betriebsart LAN...,87,,MBR,ES,Helena,,LS-Tracker,Z:\Produkte\Support-Aufträge\03.2026\11.03.26,2/27/2026,3/11/2026,3/6/2026,Kundenservice 2nd Level,geliefert,Rho,
FappBoxSetup_20260301-de.xliff,1775,,RWr,DE,Carsten,Franziska,jazz,Z:\Produkte\F!Apps\FappBoxSetup\deutsch\2026.03,3/2/2026,3/2/2026,3/2/2026,User Interface & Clients,geliefert,FSc,
MyFapp_20260301-de.xliff,12043,,KNu,DE,Carsten,Franziska,jazz,Z:\Produkte\F!Apps\FappMyF\GUI\iOS\deutsch\2026.03,3/2/2026,3/3/2026,3/3/2026,User Interface & Clients,geliefert,FSc,
MyFapp_20260226-de.xml,190892,,StM,EN,Susan,,jazz,Z:\Produkte\F!Apps\FappMyF\GUI\Android\deutsch\2026.02,3/2/2026,3/5/2026,3/4/2026,User Interface & Clients,geliefert,FSc,
MyFapp_20260226-de.xml,190892,,StM,Es,Helena,,jazz,Z:\Produkte\F!Apps\FappMyF\GUI\Android\deutsch\2026.02,3/2/2026,3/5/2026,3/4/2026,User Interface & Clients,geliefert,FSc,
MyFapp_20260226-de.xml,190892,,StM,Fr,Marie,,jazz,Z:\Produkte\F!Apps\FappMyF\GUI\Android\deutsch\2026.02,3/2/2026,3/5/2026,3/4/2026,User Interface & Clients,geliefert,FSc,
MyFapp_20260226-de.xml,190892,,StM,It,Laura,,jazz,Z:\Produkte\F!Apps\FappMyF\GUI\Android\italienisch\2026.02,3/2/2026,3/5/2026,3/4/2026,User Interface & Clients,geliefert,FSc,
MyFapp_20260226-de.xml,190892,,StM,Nl,Angelique,,jazz,Z:\Produkte\F!Apps\FappMyF\GUI\Android\deutsch\2026.02,3/2/2026,3/5/2026,3/4/2026,User Interface & Clients,geliefert,FSc,
MyFapp_20260226-de.xml,190892,,StM,Pl,Yabylon,,jazz,Z:\Produkte\F!Apps\FappMyF\GUI\Android\deutsch\2026.02,3/2/2026,3/5/2026,3/5/2026,User Interface & Clients,geliefert,FSc,
MyFapp_20260226-de.xml,190892,,StM,SL,Yabylon,,jazz,Z:\Produkte\F!Apps\FappMyF\GUI\Android\deutsch\2026.02,3/2/2026,3/5/2026,3/5/2026,User Interface & Clients,geliefert,FSc,
2026-03-03T15-21-28_PM-History-Texts.xml,,,TJa,DE,Franziska,,LS-Tracker,Z:\Produkte\F!Box allgemein\Info.txt\Release\25_Smart24-P2\2026.03,3/3/2026,3/3/2026,3/3/2026,Product Management,geliefert,FSc,
2026-03-03T16-23-02_PM-History-Texts_korr-de.xml,,,TJa,EN,Lisa,,LS-Tracker,Z:\Produkte\F!Box allgemein\Info.txt\Release\25_Smart24-P2\2026.03,3/3/2026,3/3/2026,3/4/2026,Product Management,geliefert,FSc,
"Screens L&B 2026_de.docx,508,,BAl,DE,Franziska,,LS-Tracker,""Z:\Produkte\Texte Web, Marketing, etc\deutsch\2026.03"",3/3/2026,3/3/2026,3/5/2026,Corporate Communications,geliefert,MSi,"
"Screens L&B 2026_de.docx,508,,BAl,EN,Lisa,,LS-Tracker,""Z:\Produkte\Texte Web, Marketing, etc\deutsch\2026.02"",3/3/2026,3/4/2026,3/5/2026,Corporate Communications,Ü-fertig,MSi,"
Hinweistext bei Anmeldung zum Newsletter.docx,88,,Atc,EN,Susan,,LS-Tracker,Z:\Produkte\D2C\deutsch\2026.03,3/3/2026,3/4/2026,3/5/2026,D2C Ecommerce,geliefert,Lbo,
Hinweistext bei Anmeldung zum Newsletter.docx,88,,ATc,IT,Cristina,Laura,LS-Tracker,Z:\Produkte\D2C\deutsch\2026.03,3/3/2026,3/4/2026,3/5/2026,D2C Ecommerce,geliefert,Lbo,
Hinweistext bei Anmeldung zum Newsletter.docx,88,,Atc,NL,Angelique,,LS-Tracker,Z:\Produkte\D2C\deutsch\2026.03,3/3/2026,3/4/2026,3/5/2026,D2C Ecommerce,geliefert,Lbo,
Hinweistext bei Anmeldung zum Newsletter.docx,88,,Atc,FR,Marie,Martine,LS-Tracker,Z:\Produkte\D2C\deutsch\2026.03,3/3/2026,3/4/2026,3/5/2026,D2C Ecommerce,geliefert,Lbo,
Hinweistext bei Anmeldung zum Newsletter.docx,88,,Atc,ES,Helena,,LS-Tracker,Z:\Produkte\D2C\spanisch\2026.03,3/3/2026,3/4/2026,3/5/2026,D2C Ecommerce,geliefert,Lbo,
Failsafe Bundle auf EN,,,Lca,EN,John,,LS-Tracker,Z:\Produkte\FRITZ!com\2026.03\KW10\Übersetzungen,3/3/2026,3/4/2026,3/5/2026,D2C Ecommerce,geliefert,Lbo,
Neue Hinweise in E-Mail Footer.docx,50,,Atc,EN,John,,LS-Tracker,Z:\Produkte\D2C\deutsch\2026.03,3/3/2026,3/4/2026,3/5/2026,D2C Ecommerce,geliefert,Lbo,
Neue Hinweise in E-Mail Footer.docx,50,,Atc,IT,Laura,,LS-Tracker,Z:\Produkte\D2C\deutsch\2026.03,3/3/2026,3/4/2026,3/5/2026,D2C Ecommerce,geliefert,Lbo,
Neue Hinweise in E-Mail Footer.docx,50,,Atc,NL,Angelique,,LS-Tracker,Z:\Produkte\D2C\deutsch\2026.03,3/3/2026,3/4/2026,3/5/2026,D2C Ecommerce,geliefert,Lbo,
Neue Hinweise in E-Mail Footer.docx,50,,Atc,FR,Martine,,LS-Tracker,Z:\Produkte\D2C\deutsch\2026.03,3/3/2026,3/4/2026,3/5/2026,D2C Ecommerce,geliefert,Lbo,
Neue Hinweise in E-Mail Footer.docx,50,,Atc,ES,Helena,,LS-Tracker,Z:\Produkte\D2C\spanisch\2026.03,3/3/2026,3/4/2026,3/5/2026,D2C Ecommerce,geliefert,Lbo,
Translations_Easter-Spring Deals_Banner_de.docx,23,,Kgo,EN,Susan,,LS-Tracker,Z:\Produkte\D2C\deutsch\2026.03,3/3/2026,3/6/2026,3/6/2026,D2C Ecommerce,geliefert,Lbo,
Translations_Easter-Spring Deals_Banner_de.docx,23,,Kgo,ES,Helena,,LS-Tracker,Z:\Produkte\D2C\spanisch\2026.03,3/3/2026,3/6/2026,3/6/2026,D2C Ecommerce,geliefert,Lbo,
Translations_Easter-Spring Deals_Banner_de.docx,23,,Kgo,FR,Marie,Martine,LS-Tracker,Z:\Produkte\D2C\deutsch\2026.03,3/3/2026,3/6/2026,3/6/2026,D2C Ecommerce,geliefert,Lbo,
Translations_Easter-Spring Deals_Banner_de.docx,23,,Kgo,IT,Cristina,Laura,LS-Tracker,Z:\Produkte\D2C\deutsch\2026.03,3/3/2026,3/6/2026,3/6/2026,D2C Ecommerce,geliefert,Lbo,
Translations_Easter-Spring Deals_Banner_de.docx,23,,Kgo,NL,Angelique,,LS-Tracker,Z:\Produkte\D2C\deutsch\2026.03,3/3/2026,3/6/2026,3/6/2026,D2C Ecommerce,geliefert,Lbo,
MyFapp_20260303-de-ES.xliff,12043,,KNu,Es,Helena,,jazz,Z:\Produkte\F!Apps\FappMyF\GUI\iOS\spanisch\2026.03,3/3/2026,3/9/2026,3/6/2026,User Interface & Clients,geliefert,FSc,
MyFapp_20260303-de-FR.xliff,12043,,KNu,Fr,Marie,,jazz,Z:\Produkte\F!Apps\FappMyF\GUI\iOS\franzoesisch\2026.03,3/3/2026,3/9/2026,3/6/2026,User Interface & Clients,geliefert,FSc,
MyFapp_20260303-de-IT.xliff,12043,,KNu,It,Laura,,jazz,Z:\Produkte\F!Apps\FappMyF\GUI\iOS\italienisch\2026.03,3/3/2026,3/9/2026,3/6/2026,User Interface & Clients,geliefert,FSc,
MyFapp_20260303-de-NL.xliff,12043,,KNu,Nl,Angelique,,jazz,Z:\Produkte\F!Apps\FappMyF\GUI\iOS\niederlaendisch\2026.03,3/3/2026,3/9/2026,3/6/2026,User Interface & Clients,geliefert,FSc,
MyFapp_20260303-de-PL.xliff,12043,,KNu,Pl,Yabylon,,jazz,Z:\Produkte\F!Apps\FappMyF\GUI\iOS\polnisch\2026.03,3/3/2026,3/9/2026,3/6/2026,User Interface & Clients,geliefert,FSc,
MyFapp_20260303-de-SL.xliff,12043,,KNu,SL,Yabylon,,jazz,Z:\Produkte\F!Apps\FappMyF\GUI\iOS\slowenisch\2026.03,3/3/2026,3/9/2026,3/6/2026,User Interface & Clients,geliefert,FSc,
MyFapp_20260303-de-US.xliff,12043,,KNu,EN,Susan,,jazz,Z:\Produkte\F!Apps\FappMyF\GUI\iOS\englisch\2026.03,3/3/2026,3/9/2026,3/6/2026,User Interface & Clients,geliefert,FSc,
FRITZ!_für_Unternehmen-translations-en-ONLINE_STORE_THEME.json,,,LCa,EN,John,,LS-Tracker,Z:\Produkte\FRITZ!com\2026.03\KW10\Übersetzungen,3/4/2026,3/5/2026,3/5/2026,D2C Ecommerce,,Lbo,
FRITZ!_für_Unternehmen-translations-en-PAGE.json,,,Lca,EN,john,,LS-Tracker,Z:\Produkte\FRITZ!com\2026.03\KW10\Übersetzungen,3/4/2026,3/5/2026,3/5/2026,D2C Ecommerce,,Lbo,
FappBoxSetup_20260304-de-ES.xliff,1755,,RWr,Es,Helena,,jazz,Z:\Produkte\F!Apps\FappBoxSetup\spanisch\2026.03,3/4/2026,3/5/2026,3/5/2026,User Interface & Clients,geliefert,FSc,
FappBoxSetup_20260304-de-FR.xliff,1755,,RWr,Fr,Marie,,jazz,Z:\Produkte\F!Apps\FappBoxSetup\franzoesisch\2026.03,3/4/2026,3/5/2026,3/5/2026,User Interface & Clients,geliefert,FSc,
FappBoxSetup_20260304-de-IT.xliff,1755,,RWr,It,Laura,,jazz,Z:\Produkte\F!Apps\FappBoxSetup\italienisch\2026.03,3/4/2026,3/5/2026,3/5/2026,User Interface & Clients,geliefert,FSc,
FappBoxSetup_20260304-de-NL.xliff,1755,,RWr,Nl,Angelique,,jazz,Z:\Produkte\F!Apps\FappBoxSetup\niederlaendisch\2026.03,3/4/2026,3/5/2026,3/5/2026,User Interface & Clients,geliefert,FSc,
FappBoxSetup_20260304-de-PL.xliff,1755,,RWr,Pl,Yabylon,,jazz,Z:\Produkte\F!Apps\FappBoxSetup\polnisch\2026.03,3/4/2026,3/5/2026,3/5/2026,User Interface & Clients,geliefert,FSc,
FappBoxSetup_20260304-de-SL.xliff,1755,,RWr,SL,Yabylon,,jazz,Z:\Produkte\F!Apps\FappBoxSetup\slowenisch\2026.03,3/4/2026,3/5/2026,3/5/2026,User Interface & Clients,geliefert,FSc,
FappBoxSetup_20260304-de-US.xliff,1755,,RWr,EN,Lisa,,jazz,Z:\Produkte\F!Apps\FappBoxSetup\englisch\2026.03,3/4/2026,3/5/2026,3/5/2026,User Interface & Clients,geliefert,FSc,
B2B-translations-en-METAOBJECT.json,,,Lca,EN,Susan,,LS-Tracker,Z:\Produkte\FRITZ!com\2026.03\KW10\Übersetzungen,3/4/2026,3/5/2026,3/5/2026,D2C Ecommerce,,Lbo,
B2B-translations-en-ONLINE_STORE_THEME.json,,,Lca,EN,Susan,,LS-Tracker,Z:\Produkte\FRITZ!com\2026.03\KW10\Übersetzungen,3/4/2026,3/5/2026,3/5/2026,D2C Ecommerce,,Lbo,
INT_Booklet_6700_[DE]_yabylon.idml,1700,,Cmi,DA,Yabylon,,LS-Tracker,Z:\Produkte\F!WLAN USB\Stick 6700\INT\2026.02_2\LS,3/4/2026,3/9/2026,3/9/2026,Technical Communication,geliefert,MSi,
INT_Booklet_6700_[DE]_yabylon.idml,1700,,Cmi,SV,Yabylon,,LS-Tracker,Z:\Produkte\F!WLAN USB\Stick 6700\INT\2026.02_2\LS,3/4/2026,3/9/2026,3/9/2026,Technical Communication,geliefert,MSi,
INT_Booklet_6700_[DE]_yabylon.idml,1700,,Cmi,DA,Yabylon,,LS-Tracker,Z:\Produkte\F!WLAN USB\Stick 6700\INT\2026.02_2\LS,3/4/2026,3/9/2026,3/9/2026,Technical Communication,geliefert,MSi,
INT_Booklet_6700_[DE]_yabylon.idml,1700,,Cmi,FI,Yabylon,,LS-Tracker,Z:\Produkte\F!WLAN USB\Stick 6700\INT\2026.02_2\LS,3/4/2026,3/9/2026,3/9/2026,Technical Communication,geliefert,MSi,
"dc-dsgvo.docx,110,,JKS,FR,Martine,,LS-Tracker,""""""Z:\Produkte\Support-Aufträge\03.2026\06.03.26"",3/4/2026,3/6/2026,3/13/2026,Kundenservice,geliefert,Rho,"
"PI_FRITZ_auf_der_L-B_1.docx,552,,Dhr,DE,Franziska,,LS-Tracker,""Z:\Produkte\Texte Web, Marketing, etc\deutsch\2026.03"",3/5/2026,3/6/2026,3/6/2026,Corporate Communications,,MSi,"
"PI_FRITZ_auf_der_L-B_1.docx,552,,Dhr,EN,Lisa,,LS-Tracker,""Z:\Produkte\Texte Web, Marketing, etc\deutsch\2026.03"",3/5/2026,3/6/2026,3/6/2026,Corporate Communications,Ü-fertig,MSi,"
FappSH_20260305-de.xml,15800,,LHe,DE,Carsten,Franziska,jazz,Z:\Produkte\F!Apps\FappSmartHome\GUI\Android\deutsch\2026.03,3/5/2026,3/10/2026,3/10/2026,User Interface & Clients,geliefert,FSc,
Changelogs.docx,106,,LHe,EN,Susan,,156115 + 155855,Z:\Produkte\F!Apps\Apps_allgemein,3/5/2026,3/10/2026,3/11/2026,User Interface & Clients,geliefert,FSc,
Changelogs.docx,106,,LHe,Es,Helena,,156115 + 155855,Z:\Produkte\F!Apps\Apps_allgemein,3/5/2026,3/10/2026,3/11/2026,User Interface & Clients,geliefert,FSc,
Changelogs.docx,106,,LHe,Fr,Marie,,156115 + 155855,Z:\Produkte\F!Apps\Apps_allgemein,3/5/2026,3/10/2026,3/11/2026,User Interface & Clients,geliefert,FSc,
Changelogs.docx,106,,LHe,It,Laura,,156115 + 155855,Z:\Produkte\F!Apps\Apps_allgemein,3/5/2026,3/10/2026,3/11/2026,User Interface & Clients,geliefert,FSc,
Changelogs.docx,106,,LHe,Nl,Angelique,,156115 + 155855,Z:\Produkte\F!Apps\Apps_allgemein,3/5/2026,3/10/2026,3/11/2026,User Interface & Clients,geliefert,FSc,
Changelogs.docx,106,,LHe,Pl,Yabylon,,156115 + 155855,Z:\Produkte\F!Apps\Apps_allgemein,3/5/2026,3/10/2026,3/11/2026,User Interface & Clients,geliefert,FSc,
Changelogs.docx,106,,LHe,SL,Yabylon,,156115 + 155855,Z:\Produkte\F!Apps\Apps_allgemein,3/5/2026,3/10/2026,3/11/2026,User Interface & Clients,geliefert,FSc,
"Newsletterhinweis.docx,166,,Pse,NL,Angelique,,LS-Tracker,""Z:\Produkte\Texte Web, Marketing, etc\deutsch\2026.03"",3/5/2026,3/10/2026,3/12/2026,Channel Sales,geliefert,Hme,"
"Newsletterhinweis.docx,166,,Pse,IT,Helena,,LS-Tracker,""Z:\Produkte\Texte Web, Marketing, etc\deutsch\2026.03"",3/5/2026,3/10/2026,3/12/2026,Channel Sales,geliefert,Hme,"
translations-[Sprache]-PRODUCT.json,,,CST,EN,John,,LS-Tracker,Z:\Produkte\FRITZ!com\2026.03\KW10,3/5/2026,3/12/2026,3/13/2026,D2C Ecommerce,geliefert,Lbo,
translations-[Sprache]-PRODUCT.json,,,CST,ES,Helena,,LS-Tracker,Z:\Produkte\FRITZ!com\2026.03\KW10,3/5/2026,3/10/2026,3/13/2026,D2C Ecommerce,geliefert,Lbo,
translations-[Sprache]-PRODUCT.json,,,CST,FR,Martine,,LS-Tracker,Z:\Produkte\FRITZ!com\2026.03\KW10,3/5/2026,3/12/2026,3/13/2026,D2C Ecommerce,geliefert,Lbo,
translations-[Sprache]-PRODUCT.json,,,CST,IT,Laura,,LS-Tracker,Z:\Produkte\FRITZ!com\2026.03\KW10,3/5/2026,3/12/2026,3/13/2026,D2C Ecommerce,geliefert,Lbo,
translations-[Sprache]-PRODUCT.json,,,CST,NL,Angelique,,LS-Tracker,Z:\Produkte\FRITZ!com\2026.03\KW10,3/5/2026,3/12/2026,3/13/2026,D2C Ecommerce,geliefert,Lbo,
translations-[Sprache]-METAFIELD.json,,,CST,EN,John,,LS-Tracker,Z:\Produkte\FRITZ!com\2026.03\KW10,3/5/2026,3/12/2026,3/13/2026,D2C Ecommerce,geliefert,Lbo,
translations-[Sprache]-METAFIELD.json,,,CST,ES,Helena,,LS-Tracker,Z:\Produkte\FRITZ!com\2026.03\KW10,3/5/2026,3/10/2026,3/13/2026,D2C Ecommerce,geliefert,Lbo,
translations-[Sprache]-METAFIELD.json,,,CST,FR,Martine,,LS-Tracker,Z:\Produkte\FRITZ!com\2026.03\KW10,3/5/2026,3/12/2026,3/13/2026,D2C Ecommerce,geliefert,Lbo,
translations-[Sprache]-METAFIELD.json,,,CST,IT,Laura,,LS-Tracker,Z:\Produkte\FRITZ!com\2026.03\KW10,3/5/2026,3/12/2026,3/13/2026,D2C Ecommerce,geliefert,Lbo,
translations-[Sprache]-METAFIELD.json,,,CST,NL,Angelique,,LS-Tracker,Z:\Produkte\FRITZ!com\2026.03\KW10,3/5/2026,3/12/2026,3/13/2026,D2C Ecommerce,geliefert,Lbo,
PDP_7682_7632-translations-[Sprache]-METAOBJECT.json,,,CST,EN,John,,LS-Tracker,Z:\Produkte\FRITZ!com\2026.03\KW10,3/5/2026,3/12/2026,3/13/2026,D2C Ecommerce,geliefert,Lbo,
PDP_7682_7632-translations-[Sprache]-METAOBJECT.json,,,CST,ES,Helena,,LS-Tracker,Z:\Produkte\FRITZ!com\2026.03\KW10,3/5/2026,3/10/2026,3/13/2026,D2C Ecommerce,geliefert,Lbo,
PDP_7682_7632-translations-[Sprache]-METAOBJECT.json,,,CST,FR,Martine,,LS-Tracker,Z:\Produkte\FRITZ!com\2026.03\KW10,3/5/2026,3/12/2026,3/13/2026,D2C Ecommerce,geliefert,Lbo,
PDP_7682_7632-translations-[Sprache]-METAOBJECT.json,,,CST,IT,Laura,,LS-Tracker,Z:\Produkte\FRITZ!com\2026.03\KW10,3/5/2026,3/12/2026,3/13/2026,D2C Ecommerce,geliefert,Lbo,
PDP_7682_7632-translations-[Sprache]-METAOBJECT.json,,,CST,NL,Angelique,,LS-Tracker,Z:\Produkte\FRITZ!com\2026.03\KW10,3/5/2026,3/12/2026,3/13/2026,D2C Ecommerce,geliefert,Lbo,
PDP_7682_7632-translations-[Sprache]-ONLINE_STORE_THEME.json,,,CST,EN,John,,LS-Tracker,Z:\Produkte\FRITZ!com\2026.03\KW10,3/5/2026,3/12/2026,3/13/2026,D2C Ecommerce,geliefert,Lbo,
PDP_7682_7632-translations-[Sprache]-ONLINE_STORE_THEME.json,,,CST,ES,Helena,,LS-Tracker,Z:\Produkte\FRITZ!com\2026.03\KW10,3/5/2026,3/10/2026,3/13/2026,D2C Ecommerce,geliefert,Lbo,
